ID_AREAS_PRIORITARIAS_SBN_2022;AREA_M2;EXP_ALAG;EXP_DESL;EXP_INUN;EXP_ONDA;VUL_ALAG;VUL_DESL;VUL_INUN;VUL_ONDA;AC_ALAG;AC_DESL;AC_INUN;AC_ONDA;CON_AMB;CON_ANT;CON_TOT;SBN_ALAG;SBN_DESL;SBN_INUN;SBN_ONDA;GEOMETRIA
57;113541.46;0.1;0.0;0.0;3.1;0.65;;;0.65;0.38;;;1.88;0.0;1.67;0.84;0.61;;;1.36;MULTIPOLYGON (((619036.64 7806501.03, 619148.50 7806674.36, 619047.07 7806855.38, 618833.78 7806863.07, 618721.92 7806689.73, 618823.35 7806508.72, 619036.64 7806501.03)))
58;113531.12;0.25;0.0;0.0;2.35;2.05;;;2.15;1.15;;;2.25;1.25;1.67;1.46;1.31;;;1.86;MULTIPOLYGON (((619015.77 7805792.35, 619127.63 7805965.67, 619026.20 7806146.69, 618812.92 7806154.37, 618701.06 7805981.05, 618802.49 7805800.04, 619015.77 7805792.35)))
59;113533.27;0.55;0.0;0.0;2.45;4.75;;;4.55;2.65;;;3.5;1.25;1.67;1.46;2.05;;;2.48;MULTIPOLYGON (((618701.06 7805981.05, 618812.92 7806154.37, 618711.49 7806335.39, 618498.20 7806343.07, 618386.35 7806169.75, 618487.78 7805988.74, 618701.06 7805981.05)))
60;113545.76;0.45;0.0;0.0;3.0;4.5;;;4.55;2.48;;;3.78;0.0;3.33;1.67;2.08;;;2.72;MULTIPOLYGON (((618407.20 7806878.44, 618519.05 7807051.78, 618417.62 7807232.81, 618204.33 7807240.49, 618092.47 7807067.15, 618193.91 7806886.13, 618407.20 7806878.44)))
61;113246.09;0.75;0.0;0.03;2.65;1.65;;1.67;4.05;1.2;;0.85;3.35;3.75;1.67;2.71;1.96;;1.78;3.03;MULTIPOLYGON (((602186.84 7788502.16, 602298.48 7788675.19, 602197.03 7788855.92, 601983.95 7788863.63, 601872.32 7788690.60, 601973.77 7788509.87, 602186.84 7788502.16)))
62;113248.22;1.1;0.03;1.39;2.65;1.1;1.7;1.46;3.05;1.1;0.87;1.42;2.85;3.75;1.67;2.71;1.91;1.79;2.07;2.78;MULTIPOLYGON (((601872.32 7788690.60, 601983.95 7788863.63, 601882.50 7789044.36, 601669.41 7789052.06, 601557.79 7788879.03, 601659.24 7788698.30, 601872.32 7788690.60)))
63;113249.17;1.0;0.0;0.0;2.55;1.35;;;2.8;1.18;;;2.68;1.25;1.67;1.46;1.32;;;2.07;MULTIPOLYGON (((602511.56 7788667.48, 602623.19 7788840.51, 602521.74 7789021.25, 602308.66 7789028.95, 602197.03 7788855.92, 602298.48 7788675.19, 602511.56 7788667.48)))
64;113224.32;1.5;0.93;0.0;2.8;0.95;1.8;;3.25;1.23;1.37;;3.03;1.25;5.0;3.13;2.18;2.25;;3.08;MULTIPOLYGON (((601506.91 7787110.37, 601618.53 7787283.37, 601517.09 7787464.08, 601304.02 7787471.79, 601192.40 7787298.78, 601293.85 7787118.08, 601506.91 7787110.37)))
65;113226.45;1.3;0.0;0.82;2.8;0.85;;1.13;3.05;1.08;;0.97;2.93;1.25;1.67;1.46;1.27;;1.21;2.2;MULTIPOLYGON (((601192.40 7787298.78, 601304.02 7787471.79, 601202.57 7787652.50, 600989.51 7787660.21, 600877.89 7787487.20, 600979.34 7787306.49, 601192.40 7787298.78)))
66;113227.4;0.75;0.0;0.0;2.6;0.65;;;2.4;0.7;;;2.5;1.25;1.67;1.46;1.08;;;1.98;MULTIPOLYGON (((601831.60 7787275.66, 601943.22 7787448.67, 601841.78 7787629.38, 601628.71 7787637.09, 601517.09 7787464.08, 601618.53 7787283.37, 601831.60 7787275.66)))
67;113229.53;0.0;0.0;0.0;2.6;;;;2.7;0.0;;;2.65;1.25;3.33;2.29;0.0;;;2.47;MULTIPOLYGON (((601517.09 7787464.08, 601628.71 7787637.09, 601527.26 7787817.80, 601314.19 7787825.51, 601202.57 7787652.50, 601304.02 7787471.79, 601517.09 7787464.08)))
68;113219.11;1.5;0.0;0.0;2.35;0.7;;;3.2;1.1;;;2.78;1.25;1.67;1.46;1.28;;;2.12;MULTIPOLYGON (((601496.74 7786756.67, 601608.36 7786929.67, 601506.91 7787110.37, 601293.85 7787118.08, 601182.23 7786945.08, 601283.68 7786764.38, 601496.74 7786756.67)))
69;113221.24;1.4;0.0;0.8;3.15;0.75;;1.09;3.0;1.08;;0.95;3.08;2.5;0.0;1.25;1.17;;1.1;2.17;MULTIPOLYGON (((601182.23 7786945.08, 601293.85 7787118.08, 601192.40 7787298.78, 600979.34 7787306.49, 600867.73 7787133.49, 600969.17 7786952.79, 601182.23 7786945.08)))
70;113222.19;1.0;0.0;0.0;2.75;0.75;;;2.65;0.88;;;2.7;1.25;3.33;2.29;1.59;;;2.5;MULTIPOLYGON (((601821.42 7786921.96, 601933.04 7787094.96, 601831.60 7787275.66, 601618.53 7787283.37, 601506.91 7787110.37, 601608.36 7786929.67, 601821.42 7786921.96)))
71;113233.78;0.65;0.0;0.39;2.1;0.4;;0.8;2.15;0.53;;0.6;2.13;5.0;1.67;3.34;1.94;;1.97;2.74;MULTIPOLYGON (((600888.06 7787840.92, 600999.67 7788013.93, 600898.22 7788194.65, 600685.15 7788202.36, 600573.53 7788029.34, 600674.99 7787848.63, 600888.06 7787840.92)))
72;113235.91;1.25;0.0;0.0;2.75;0.2;;;1.6;0.73;;;2.17;3.75;1.67;2.71;1.72;;;2.44;MULTIPOLYGON (((600573.53 7788029.34, 600685.15 7788202.36, 600583.69 7788383.08, 600370.62 7788390.78, 600259.01 7788217.77, 600360.46 7788037.05, 600573.53 7788029.34)))
73;113236.86;1.4;0.0;0.0;2.6;0.85;;;2.85;1.13;;;2.73;1.25;3.33;2.29;1.71;;;2.51;MULTIPOLYGON (((601212.74 7788006.23, 601324.36 7788179.24, 601222.91 7788359.96, 601009.84 7788367.67, 600898.22 7788194.65, 600999.67 7788013.93, 601212.74 7788006.23)))
74;113238.99;1.0;0.0;0.36;2.65;0.4;;0.8;2.0;0.7;;0.58;2.33;2.5;1.67;2.09;1.4;;1.34;2.21;MULTIPOLYGON (((600898.22 7788194.65, 601009.84 7788367.67, 600908.38 7788548.39, 600695.31 7788556.10, 600583.69 7788383.08, 600685.15 7788202.36, 600898.22 7788194.65)))
75;113228.57;1.25;0.0;0.43;3.15;0.7;;1.08;2.75;0.98;;0.76;2.95;3.75;3.33;3.54;2.26;;2.15;3.25;MULTIPOLYGON (((600877.89 7787487.20, 600989.51 7787660.21, 600888.06 7787840.92, 600674.99 7787848.63, 600563.37 7787675.62, 600664.83 7787494.91, 600877.89 7787487.20)))
76;113230.7;1.25;0.0;0.0;2.5;0.7;;;2.7;0.98;;;2.6;3.75;3.33;3.54;2.26;;;3.07;MULTIPOLYGON (((600563.37 7787675.62, 600674.99 7787848.63, 600573.53 7788029.34, 600360.46 7788037.05, 600248.85 7787864.04, 600350.31 7787683.32, 600563.37 7787675.62)))
77;113231.65;1.25;0.0;0.0;2.2;0.95;;;3.5;1.1;;;2.85;1.25;1.67;1.46;1.28;;;2.16;MULTIPOLYGON (((601202.57 7787652.50, 601314.19 7787825.51, 601212.74 7788006.23, 600999.67 7788013.93, 600888.06 7787840.92, 600989.51 7787660.21, 601202.57 7787652.50)))
78;113267.13;0.4;0.0;0.0;3.15;0.1;;;0.65;0.25;;;1.9;1.25;0.0;0.63;0.44;;;1.26;MULTIPOLYGON (((600634.49 7790151.92, 600746.12 7790324.97, 600644.65 7790505.73, 600431.56 7790513.43, 600319.94 7790340.38, 600421.40 7790159.63, 600634.49 7790151.92)))
79;113268.08;0.6;0.0;0.0;3.6;0.2;;;1.25;0.4;;;2.42;1.25;1.67;1.46;0.93;;;1.94;MULTIPOLYGON (((601273.76 7790128.82, 601385.39 7790301.86, 601283.93 7790482.62, 601070.84 7790490.32, 600959.21 7790317.27, 601060.67 7790136.52, 601273.76 7790128.82)))
80;113264.78;0.0;0.57;0.0;2.9;;1.6;;2.0;0.0;1.09;;2.45;2.5;0.0;1.25;0.0;1.17;;1.85;MULTIPOLYGON (((602542.12 7789728.80, 602653.76 7789901.85, 602552.31 7790082.60, 602339.22 7790090.30, 602227.58 7789917.25, 602329.03 7789736.51, 602542.12 7789728.80)))
81;113266.91;0.0;0.0;0.0;3.2;;;;1.45;0.0;;;2.33;1.25;1.67;1.46;0.0;;;1.9;MULTIPOLYGON (((602227.58 7789917.25, 602339.22 7790090.30, 602237.77 7790271.05, 602024.67 7790278.76, 601913.03 7790105.71, 602014.49 7789924.96, 602227.58 7789917.25)))
82;113267.85;0.0;0.0;0.0;2.9;;;;1.7;0.0;;;2.3;2.5;0.0;1.25;0.0;;;1.78;MULTIPOLYGON (((602866.86 7789894.14, 602978.50 7790067.19, 602877.05 7790247.94, 602663.96 7790255.65, 602552.31 7790082.60, 602653.76 7789901.85, 602866.86 7789894.14)))
83;113269.98;0.0;0.0;0.0;2.6;;;;2.45;0.0;;;2.53;2.5;0.0;1.25;0.0;;;1.89;MULTIPOLYGON (((602552.31 7790082.60, 602663.96 7790255.65, 602562.50 7790436.40, 602349.41 7790444.10, 602237.77 7790271.05, 602339.22 7790090.30, 602552.31 7790082.60)))
84;113259.58;1.0;1.12;0.0;2.9;1.3;2.8;;1.25;1.15;1.96;;2.08;1.25;0.0;0.63;0.89;1.3;;1.36;MULTIPOLYGON (((602531.93 7789375.02, 602643.57 7789548.06, 602542.12 7789728.80, 602329.03 7789736.51, 602217.40 7789563.46, 602318.85 7789382.72, 602531.93 7789375.02)))
85;113261.7;1.25;1.61;0.0;3.05;0.0;1.45;;1.65;0.63;1.53;;2.35;1.25;0.0;0.63;0.63;1.08;;1.49;MULTIPOLYGON (((602217.40 7789563.46, 602329.03 7789736.51, 602227.58 7789917.25, 602014.49 7789924.96, 601902.86 7789751.91, 602004.31 7789571.17, 602217.40 7789563.46)))
86;113262.65;1.4;0.0;0.0;3.35;1.5;;;1.55;1.45;;;2.45;2.5;0.0;1.25;1.35;;;1.85;MULTIPOLYGON (((602856.66 7789540.35, 602968.30 7789713.39, 602866.86 7789894.14, 602653.76 7789901.85, 602542.12 7789728.80, 602643.57 7789548.06, 602856.66 7789540.35)))
87;113201.35;1.45;0.0;0.17;3.0;0.45;;0.6;2.85;0.95;;0.39;2.93;2.5;1.67;2.09;1.52;;1.24;2.51;MULTIPOLYGON (((601780.70 7785507.24, 601892.32 7785680.22, 601790.88 7785860.90, 601577.83 7785868.61, 601466.21 7785695.63, 601567.65 7785514.95, 601780.70 7785507.24)))
88;113203.48;1.4;0.0;0.32;3.25;0.75;;0.73;3.35;1.08;;0.53;3.3;2.5;1.67;2.09;1.59;;1.31;2.7;MULTIPOLYGON (((601466.21 7785695.63, 601577.83 7785868.61, 601476.39 7786049.30, 601263.34 7786057.01, 601151.73 7785884.03, 601253.16 7785703.34, 601466.21 7785695.63)))
89;113204.43;1.1;0.02;0.0;2.7;0.45;1.8;;2.65;0.78;0.91;;2.68;3.75;0.0;1.88;1.33;1.4;;2.28;MULTIPOLYGON (((602105.37 7785672.51, 602216.99 7785845.49, 602115.55 7786026.18, 601902.50 7786033.89, 601790.88 7785860.90, 601892.32 7785680.22, 602105.37 7785672.51)))
90;113206.56;1.25;0.0;0.17;2.9;0.7;;0.8;3.2;0.98;;0.49;3.05;2.5;0.0;1.25;1.12;;0.87;2.15;MULTIPOLYGON (((601790.88 7785860.90, 601902.50 7786033.89, 601801.06 7786214.58, 601588.00 7786222.29, 601476.39 7786049.30, 601577.83 7785868.61, 601790.88 7785860.90)))
91;113196.14;1.4;0.0;0.0;2.95;0.45;;;2.1;0.93;;;2.53;0.0;0.0;0.0;0.47;;;1.26;MULTIPOLYGON (((601770.52 7785153.59, 601882.13 7785326.56, 601780.70 7785507.24, 601567.65 7785514.95, 601456.04 7785341.98, 601557.48 7785161.30, 601770.52 7785153.59)))
92;113198.27;0.75;0.0;0.0;2.7;0.15;;;0.8;0.45;;;1.75;1.25;0.0;0.63;0.54;;;1.19;MULTIPOLYGON (((601456.04 7785341.98, 601567.65 7785514.95, 601466.21 7785695.63, 601253.16 7785703.34, 601141.56 7785530.37, 601242.99 7785349.69, 601456.04 7785341.98)))
93;113199.22;1.15;1.19;0.05;2.5;0.55;1.95;0.61;2.85;0.85;1.57;0.33;2.68;2.5;0.0;1.25;1.05;1.41;0.79;1.97;MULTIPOLYGON (((602095.18 7785318.85, 602206.80 7785491.82, 602105.37 7785672.51, 601892.32 7785680.22, 601780.70 7785507.24, 601882.13 7785326.56, 602095.18 7785318.85)))
94;113210.82;1.3;0.0;0.12;3.0;0.35;;0.73;2.55;0.83;;0.43;2.78;2.5;1.67;2.09;1.46;;1.26;2.43;MULTIPOLYGON (((601161.89 7786237.70, 601273.51 7786410.69, 601172.06 7786591.38, 600959.01 7786599.09, 600847.40 7786426.10, 600948.84 7786245.41, 601161.89 7786237.70)))
95;113282.93;1.0;0.81;0.0;2.75;1.4;3.05;;2.0;1.2;1.93;;2.38;2.5;3.33;2.92;2.06;2.42;;2.65;MULTIPOLYGON (((606083.79 7790486.21, 606195.47 7790659.27, 606094.03 7790840.04, 605880.92 7790847.74, 605769.25 7790674.68, 605870.68 7790493.91, 606083.79 7790486.21)))
119;113233.95;0.0;0.55;0.0;0.3;;1.0;;1.35;0.0;0.78;;0.83;0.0;0.0;0.0;0.0;0.39;;0.42;MULTIPOLYGON (((606306.09 7787113.82, 606417.75 7787286.83, 606316.34 7787467.55, 606103.26 7787475.25, 605991.60 7787302.24, 606093.01 7787121.53, 606306.09 7787113.82)))
120;113236.09;0.0;0.93;0.0;0.5;;1.2;;1.55;0.0;1.07;;1.02;0.0;0.0;0.0;0.0;0.54;;0.51;MULTIPOLYGON (((605991.60 7787302.24, 606103.26 7787475.25, 606001.84 7787655.97, 605788.76 7787663.68, 605677.10 7787490.67, 605778.52 7787309.95, 605991.60 7787302.24)))
121;113225.67;0.0;2.64;0.0;1.05;;1.55;;1.4;0.0;2.1;;1.23;0.0;0.0;0.0;0.0;1.05;;0.62;MULTIPOLYGON (((605971.11 7786594.82, 606082.77 7786767.81, 605981.35 7786948.52, 605768.28 7786956.23, 605656.62 7786783.23, 605758.04 7786602.52, 605971.11 7786594.82)))
122;113227.82;0.0;0.33;0.0;1.2;;1.05;;1.55;0.0;0.69;;1.38;0.0;0.0;0.0;0.0;0.35;;0.69;MULTIPOLYGON (((605656.62 7786783.23, 605768.28 7786956.23, 605666.86 7787136.94, 605453.79 7787144.65, 605342.13 7786971.65, 605443.55 7786790.94, 605656.62 7786783.23)))
123;113228.74;0.0;3.26;0.0;1.0;;1.7;;1.3;0.0;2.48;;1.15;0.0;0.0;0.0;0.0;1.24;;0.57;MULTIPOLYGON (((606295.84 7786760.11, 606407.50 7786933.11, 606306.09 7787113.82, 606093.01 7787121.53, 605981.35 7786948.52, 606082.77 7786767.81, 606295.84 7786760.11)))
124;113240.37;0.0;0.77;0.0;1.3;;0.8;;1.35;0.0;0.79;;1.33;0.0;1.67;0.84;0.0;0.82;;1.09;MULTIPOLYGON (((605362.60 7787679.09, 605474.26 7787852.11, 605372.83 7788032.83, 605159.75 7788040.54, 605048.10 7787867.52, 605149.52 7787686.80, 605362.60 7787679.09)))
125;113242.51;0.0;0.0;0.0;1.25;;;;1.4;0.0;;;1.33;0.0;1.67;0.84;0.0;;;1.09;MULTIPOLYGON (((605048.10 7787867.52, 605159.75 7788040.54, 605058.33 7788221.27, 604845.24 7788228.97, 604733.59 7788055.95, 604835.02 7787875.23, 605048.10 7787867.52)))
126;113243.44;0.3;0.66;0.0;2.35;1.55;3.2;;1.8;0.93;1.93;;2.08;0.0;3.33;1.67;1.3;1.8;;1.88;MULTIPOLYGON (((605687.34 7787844.40, 605799.00 7788017.42, 605697.58 7788198.15, 605484.49 7788205.85, 605372.83 7788032.83, 605474.26 7787852.11, 605687.34 7787844.40)))
127;113245.58;0.0;0.16;0.0;1.95;;3.2;;1.85;0.0;1.68;;1.9;1.25;0.0;0.63;0.0;1.16;;1.26;MULTIPOLYGON (((605372.83 7788032.83, 605484.49 7788205.85, 605383.07 7788386.58, 605169.98 7788394.29, 605058.33 7788221.27, 605159.75 7788040.54, 605372.83 7788032.83)))
128;113235.16;0.0;0.0;0.0;2.25;;;;1.5;0.0;;;1.88;0.0;0.0;0.0;0.0;;;0.94;MULTIPOLYGON (((605352.37 7787325.36, 605464.02 7787498.37, 605362.60 7787679.09, 605149.52 7787686.80, 605037.87 7787513.79, 605139.29 7787333.07, 605352.37 7787325.36)))
129;113373.11;0.0;3.91;0.0;2.8;;2.4;;1.35;0.0;3.16;;2.08;0.0;1.67;0.84;0.0;2.0;;1.46;MULTIPOLYGON (((616784.09 7795236.70, 616895.88 7795409.85, 616794.49 7795590.70, 616581.31 7795598.40, 616469.52 7795425.25, 616570.91 7795244.40, 616784.09 7795236.70)))
130;113375.27;0.0;3.58;0.0;1.85;;2.4;;1.4;0.0;2.99;;1.63;0.0;0.0;0.0;0.0;1.5;;0.82;MULTIPOLYGON (((616469.52 7795425.25, 616581.31 7795598.40, 616479.92 7795779.26, 616266.74 7795786.96, 616154.95 7795613.80, 616256.34 7795432.95, 616469.52 7795425.25)))
131;113364.88;0.0;1.7;0.0;3.1;;2.3;;1.4;0.0;2.0;;2.25;0.0;0.0;0.0;0.0;1.0;;1.13;MULTIPOLYGON (((616448.72 7794717.26, 616560.50 7794890.41, 616459.12 7795071.25, 616245.94 7795078.95, 616134.15 7794905.80, 616235.54 7794724.96, 616448.72 7794717.26)))
132;113367.04;0.0;3.62;0.0;2.45;;2.35;;1.4;0.0;2.99;;1.93;0.0;0.0;0.0;0.0;1.5;;0.97;MULTIPOLYGON (((616134.15 7794905.80, 616245.94 7795078.95, 616144.55 7795259.80, 615931.37 7795267.50, 615819.59 7795094.35, 615920.98 7794913.50, 616134.15 7794905.80)))
133;113367.91;0.0;1.13;0.0;3.2;;2.0;;1.35;0.0;1.57;;2.28;0.0;0.0;0.0;0.0;0.79;;1.14;MULTIPOLYGON (((616773.68 7794882.71, 616885.47 7795055.85, 616784.09 7795236.70, 616570.91 7795244.40, 616459.12 7795071.25, 616560.50 7794890.41, 616773.68 7794882.71)))
134;113379.58;0.0;1.39;0.0;0.6;;2.2;;1.45;0.0;1.8;;1.02;0.0;0.0;0.0;0.0;0.9;;0.51;MULTIPOLYGON (((615840.37 7795802.36, 615952.16 7795975.51, 615850.76 7796156.37, 615637.58 7796164.07, 615525.79 7795990.91, 615627.19 7795810.05, 615840.37 7795802.36)))
135;113381.74;0.45;1.65;0.0;1.2;2.95;4.6;;1.45;1.7;3.13;;1.33;0.0;0.0;0.0;0.85;1.57;;0.67;MULTIPOLYGON (((615525.79 7795990.91, 615637.58 7796164.07, 615536.18 7796344.94, 615322.99 7796352.63, 615211.21 7796179.47, 615312.61 7795998.61, 615525.79 7795990.91)))
136;113382.61;0.3;1.59;0.0;0.9;3.0;4.7;;1.6;1.65;3.15;;1.25;0.0;0.0;0.0;0.83;1.58;;0.63;MULTIPOLYGON (((616165.34 7795967.82, 616277.13 7796140.98, 616175.74 7796321.84, 615962.55 7796329.54, 615850.76 7796156.37, 615952.16 7795975.51, 616165.34 7795967.82)))
137;113384.77;0.0;2.42;0.0;1.25;;2.4;;1.6;0.0;2.41;;1.43;0.0;0.0;0.0;0.0;1.21;;0.72;MULTIPOLYGON (((615850.76 7796156.37, 615962.55 7796329.54, 615861.15 7796510.40, 615647.97 7796518.10, 615536.18 7796344.94, 615637.58 7796164.07, 615850.76 7796156.37)))
138;113374.39;0.0;2.61;0.0;1.4;;2.4;;1.4;0.0;2.51;;1.4;0.0;0.0;0.0;0.0;1.25;;0.7;MULTIPOLYGON (((615829.98 7795448.35, 615941.77 7795621.50, 615840.37 7795802.36, 615627.19 7795810.05, 615515.41 7795636.90, 615616.80 7795456.05, 615829.98 7795448.35)))
139;113376.55;0.45;0.01;0.0;1.1;3.0;4.75;;1.45;1.73;2.38;;1.27;0.0;0.0;0.0;0.87;1.19;;0.64;MULTIPOLYGON (((615515.41 7795636.90, 615627.19 7795810.05, 615525.79 7795990.91, 615312.61 7795998.61, 615200.83 7795825.45, 615302.23 7795644.60, 615515.41 7795636.90)))
140;113377.42;0.0;3.17;0.0;1.3;;2.45;;1.4;0.0;2.81;;1.35;0.0;0.0;0.0;0.0;1.41;;0.68;MULTIPOLYGON (((616154.95 7795613.80, 616266.74 7795786.96, 616165.34 7795967.82, 615952.16 7795975.51, 615840.37 7795802.36, 615941.77 7795621.50, 616154.95 7795613.80)))
141;113352.74;0.0;0.01;0.0;0.25;;1.0;;0.0;0.0;0.51;;0.13;0.0;0.0;0.0;0.0;0.26;;0.07;MULTIPOLYGON (((615148.92 7794055.52, 615260.69 7794228.65, 615159.30 7794409.49, 614946.13 7794417.19, 614834.36 7794244.05, 614935.76 7794063.22, 615148.92 7794055.52)))
142;113354.9;0.0;3.67;0.0;0.55;;1.4;;0.0;0.0;2.54;;0.28;0.0;0.0;0.0;0.0;1.27;;0.14;MULTIPOLYGON (((614834.36 7794244.05, 614946.13 7794417.19, 614844.74 7794598.02, 614631.57 7794605.72, 614519.80 7794432.59, 614621.20 7794251.75, 614834.36 7794244.05)))
283;113493.43;0.0;0.0;0.0;2.4;;;;1.55;0.0;;;1.98;1.25;0.0;0.63;0.0;;;1.31;MULTIPOLYGON (((606818.51 7804813.36, 606930.25 7804986.65, 606828.76 7805167.63, 606615.51 7805175.31, 606503.77 7805002.02, 606605.27 7804821.05, 606818.51 7804813.36)))
284;113495.55;1.35;0.0;0.0;3.1;1.6;;;1.95;1.48;;;2.53;1.25;0.0;0.63;1.06;;;1.58;MULTIPOLYGON (((606503.77 7805002.02, 606615.51 7805175.31, 606514.01 7805356.29, 606300.77 7805363.98, 606189.03 7805190.69, 606290.53 7805009.71, 606503.77 7805002.02)))
285;113496.48;1.05;0.0;0.0;2.55;1.4;;;1.55;1.23;;;2.05;1.25;0.0;0.63;0.93;;;1.34;MULTIPOLYGON (((607143.50 7804978.96, 607255.24 7805152.25, 607153.75 7805333.23, 606940.50 7805340.92, 606828.76 7805167.63, 606930.25 7804986.65, 607143.50 7804978.96)))
286;113508.01;1.35;0.0;0.32;3.25;2.45;;2.67;3.25;1.9;;1.5;3.25;2.5;1.67;2.09;2.0;;1.8;2.67;MULTIPOLYGON (((606209.50 7805899.25, 606321.25 7806072.55, 606219.74 7806253.55, 606006.49 7806261.23, 605894.75 7806087.92, 605996.25 7805906.93, 606209.50 7805899.25)))
287;113510.13;1.45;0.0;0.0;3.6;1.85;;;2.8;1.65;;;3.2;1.25;1.67;1.46;1.56;;;2.33;MULTIPOLYGON (((605894.75 7806087.92, 606006.49 7806261.23, 605904.98 7806442.23, 605691.73 7806449.91, 605579.99 7806276.60, 605681.50 7806095.61, 605894.75 7806087.92)))
288;113511.06;1.2;0.0;0.1;3.55;2.45;;2.57;2.9;1.83;;1.34;3.22;1.25;1.67;1.46;1.65;;1.4;2.34;MULTIPOLYGON (((606534.50 7806064.87, 606646.25 7806238.17, 606544.74 7806419.17, 606331.49 7806426.86, 606219.74 7806253.55, 606321.25 7806072.55, 606534.50 7806064.87)))
289;113513.18;1.55;0.0;0.0;3.75;2.35;;;3.35;1.95;;;3.55;1.25;3.33;2.29;2.12;;;2.92;MULTIPOLYGON (((606219.74 7806253.55, 606331.49 7806426.86, 606229.98 7806607.85, 606016.72 7806615.54, 605904.98 7806442.23, 606006.49 7806261.23, 606219.74 7806253.55)))
290;113502.84;1.2;0.0;0.03;3.55;1.95;;2.47;2.2;1.58;;1.25;2.88;2.5;0.0;1.25;1.42;;1.25;2.07;MULTIPOLYGON (((606199.27 7805544.96, 606311.01 7805718.26, 606209.50 7805899.25, 605996.25 7805906.93, 605884.51 7805733.63, 605986.02 7805552.65, 606199.27 7805544.96)))
291;113504.96;1.25;0.0;0.05;3.45;1.55;;1.89;2.1;1.4;;0.97;2.78;1.25;0.0;0.63;1.01;;0.8;1.7;MULTIPOLYGON (((605884.51 7805733.63, 605996.25 7805906.93, 605894.75 7806087.92, 605681.50 7806095.61, 605569.76 7805922.31, 605671.27 7805741.32, 605884.51 7805733.63)))
292;113505.89;1.5;0.0;0.0;3.5;2.0;;;2.5;1.75;;;3.0;1.25;0.0;0.63;1.19;;;1.82;MULTIPOLYGON (((606524.26 7805710.57, 606636.00 7805883.88, 606534.50 7806064.87, 606321.25 7806072.55, 606209.50 7805899.25, 606311.01 7805718.26, 606524.26 7805710.57)))
293;113502.57;0.0;0.0;0.0;3.15;;;;1.9;0.0;;;2.53;1.25;1.67;1.46;0.0;;;2.0;MULTIPOLYGON (((607793.49 7805310.17, 607905.25 7805483.47, 607803.75 7805664.46, 607590.50 7805672.14, 607478.75 7805498.84, 607580.24 7805317.86, 607793.49 7805310.17)))
294;113504.7;1.35;0.0;0.0;3.35;0.15;;;2.15;0.75;;;2.75;1.25;0.0;0.63;0.69;;;1.69;MULTIPOLYGON (((607478.75 7805498.84, 607590.50 7805672.14, 607489.00 7805853.13, 607275.75 7805860.82, 607164.00 7805687.52, 607265.50 7805506.53, 607478.75 7805498.84)))
295;113505.62;0.0;0.0;0.0;3.65;;;;1.45;0.0;;;2.55;1.25;0.0;0.63;0.0;;;1.59;MULTIPOLYGON (((608118.50 7805475.78, 608230.25 7805649.09, 608128.76 7805830.07, 607915.51 7805837.76, 607803.75 7805664.46, 607905.25 7805483.47, 608118.50 7805475.78)))
296;113507.74;1.05;0.0;0.0;3.55;0.05;;;2.2;0.55;;;2.88;1.25;0.0;0.63;0.59;;;1.76;MULTIPOLYGON (((607803.75 7805664.46, 607915.51 7805837.76, 607814.01 7806018.75, 607600.76 7806026.44, 607489.00 7805853.13, 607590.50 7805672.14, 607803.75 7805664.46)))
297;113497.4;0.0;0.0;0.0;1.95;;;;1.45;0.0;;;1.7;1.25;0.0;0.63;0.0;;;1.17;MULTIPOLYGON (((607783.23 7804955.90, 607894.98 7805129.19, 607793.49 7805310.17, 607580.24 7805317.86, 607468.49 7805144.57, 607569.98 7804963.59, 607783.23 7804955.90)))
298;113499.53;1.35;0.0;0.0;3.15;0.45;;;1.95;0.9;;;2.55;1.25;0.0;0.63;0.77;;;1.59;MULTIPOLYGON (((607468.49 7805144.57, 607580.24 7805317.86, 607478.75 7805498.84, 607265.50 7805506.53, 607153.75 7805333.23, 607255.24 7805152.25, 607468.49 7805144.57)))
299;113353.11;0.65;0.0;0.0;2.8;2.65;;;1.9;1.65;;;2.35;1.25;0.0;0.63;1.14;;;1.49;MULTIPOLYGON (((602715.34 7795744.78, 602827.01 7795917.92, 602725.53 7796098.76, 602512.38 7796106.45, 602400.72 7795933.31, 602502.20 7795752.47, 602715.34 7795744.78)))
300;113354.06;0.4;0.37;0.0;2.75;2.7;3.65;;2.2;1.55;2.01;;2.48;1.25;1.67;1.46;1.51;1.74;;1.97;MULTIPOLYGON (((603354.78 7795721.69, 603466.46 7795894.83, 603364.98 7796075.67, 603151.83 7796083.36, 603040.16 7795910.22, 603141.64 7795729.38, 603354.78 7795721.69)))
301;113356.18;0.95;0.47;0.0;2.6;2.75;2.75;;2.3;1.85;1.61;;2.45;1.25;3.33;2.29;2.07;1.95;;2.37;MULTIPOLYGON (((603040.16 7795910.22, 603151.83 7796083.36, 603050.35 7796264.21, 602837.20 7796271.90, 602725.53 7796098.76, 602827.01 7795917.92, 603040.16 7795910.22)))
302;113345.8;1.65;0.18;0.0;3.3;2.75;2.6;;2.6;2.2;1.39;;2.95;1.25;3.33;2.29;2.25;1.84;;2.62;MULTIPOLYGON (((603019.77 7795202.28, 603131.44 7795375.42, 603029.97 7795556.25, 602816.82 7795563.94, 602705.15 7795390.81, 602806.63 7795209.98, 603019.77 7795202.28)))
